Var_0,Var_1,Var_2,Var_3,Var_4,Target
5.0,0.6320011250309835,0.5972310201610658,11.0,9.0,3.819568107677786e-06
4.0,0.6901848562572046,0.8299826391512031,28.0,2.0,1.0198136319643146e-05
4.0,0.0427657255521705,0.3854911752023416,19.0,7.0,0.9902259444554384
4.0,0.2480597502222409,0.7200735049752242,30.0,10.0,2.339384877776771e-06
3.0,0.82741880871995,0.5662785026098875,13.0,4.0,0.0287117558825474
4.0,0.1772048774280667,0.4826882955401212,37.0,4.0,0.999981097609116
3.0,0.1367464606533147,0.96610006365132,35.0,5.0,2.631605345774255e-07
5.0,0.4482085265275603,0.8827117581267371,31.0,6.0,1.3423116533223628e-07
2.0,0.0686417300206124,0.4102369149331644,29.0,6.0,0.9999999804372458
4.0,0.492580356620125,0.6345651308361591,10.0,3.0,0.0040161406166595
5.0,0.9485146452891132,0.4645374910105898,24.0,5.0,0.0005078124661519
3.0,0.8013929236636489,0.108010802632489,32.0,8.0,0.999998107407423
2.0,0.4037049253460388,0.8463913220377112,19.0,3.0,0.0017701363778683
3.0,0.235391005792177,0.073120774132062,36.0,8.0,0.9999999999843372
5.0,0.5696954189530246,0.3051421395840775,29.0,9.0,0.9978978549243036
4.0,0.917888240020686,0.67971032053543,39.0,8.0,6.36154750833965e-07
2.0,0.7611401072122743,0.7908939617095573,36.0,5.0,0.0003319208597329
3.0,0.3293910954854804,0.3448787754523198,33.0,1.0,0.9999999769908192
5.0,0.4091832614162465,0.2513638838704139,24.0,2.0,0.9999974641076498
4.0,0.665978033480505,0.1576818783171553,39.0,4.0,0.9999998729433668
3.0,0.174757627044051,0.1920725572285736,15.0,3.0,0.999999722646833
4.0,0.1011889310773438,0.7376334010393775,21.0,2.0,0.021400462835284
3.0,0.9873329367061712,0.2120926541528036,25.0,1.0,0.9999381095666474
3.0,0.2967728259810294,0.9328066599713744,13.0,7.0,1.1075347712084718e-05
3.0,0.3411737116888073,0.2952729964171534,16.0,9.0,0.995056285434998
3.0,0.53305208936267,0.5003223098213443,26.0,6.0,0.9990957447520882
4.0,0.8353098372987857,0.9985975495395896,22.0,7.0,1.2703279477289888e-08
4.0,0.591617351971068,0.0039266748267721,17.0,6.0,0.999987925535894
2.0,0.8972149586070429,0.6213102220443167,18.0,9.0,0.0001196499011322
2.0,0.7354185397966054,0.0346755645558179,20.0,4.0,0.9999996109513096
4.886739800412984,0.01,0.0,11.022346469976203,4.211069673173236,0.9999977562130369
4.729989230487799,1.0,0.8679837796368022,10.438901797617254,5.517761784678993,5.0664971350612525e-08
2.148077316479979,0.01,0.6032377473897143,10.238335476490478,9.66241122801541,0.006335911463413895
